Event,Value,Timestamp
collision,1,01:09
collision,1,01:11
collision,1,01:13
collision,1,01:36
collision,1,01:49
collision,1,02:41
collision,1,02:45
collision,1,02:51
wrong_entry,N/A,03:23
task_advance,1,03:47
