Event,Value,Timestamp
collision,1,00:50
collision,1,00:52
collision,1,01:34
collision,1,01:41
collision,1,01:44
collision,1,01:53
collision,1,02:05
collision,1,02:42
collision,1,02:56
collision,1,03:00
task_advance,1,03:33
